Time,Plate1_Fx,Plate1_Fy,Plate1_Fz,Plate2_Fx,Plate2_Fy,Plate2_Fz
5.01,-0,-0,-0,-0,-0,-0
5.02,-0,-0,-0,-0,-0,-0
5.03,-0,-0,-0,-0,-0,-0
5.04,-0,-0,-0,-0,-0,-0
5.05,-0,-0,-0,-0,-0,-0
5.06,-0,-0,-0,-0,-0,-0
5.07,-0,-0,-0,-0,-0,-0
5.08,-0,-0,-0,-0,-0,-0
5.09,-0,-0,-0,-0,-0,-0
5.1,-0,-0,-0,-0,-0,-0
5.11,-0,-0,-0,-0,-0,-0
5.12,-0,-0,-0,-0,-0,-0
5.13,-0,-0,-0,-0,-0,-0
5.14,-0,-0,-0,-0,-0,-0
5.15,-0,-0,-0,-0,-0,-0
5.16,-0,-0,-0,-0,-0,-0
5.17,-0,-0,-0,-0,-0,-0
5.18,-0,-0,-0,-0,-0,-0
5.19,-0,-0,-0,-0,-0,-0
5.2,-0,-0,-0,-0,-0,-0
5.21,-0,-0,-0,-0,-0,-0
5.22,-0,-0,-0,-0,-0,-0
5.23,-0,-0,-0,-0,-0,-0
5.24,-0,-0,-0,-0,-0,-0
5.25,-0,-0,-0,-0,-0,-0
5.26,-0,-0,-0,-0,-0,-0
5.27,-0,-0,-0,-0,-0,-0
5.28,-0,-0,-0,-0,-0,-0
5.29,-0,-0,-0,-0,-0,-0
5.3,-0,-0,-0,71.336021046525,-10.8872591414217,605.851855667436
5.31,-0,-0,-0,71.8708113431212,-6.63551287405734,621.274453493521
5.32,-0,-0,-0,68.4264114778237,0.658174689390393,631.387365777037
5.33,-0,-0,-0,63.9205733306032,9.5777726524307,643.428516987565
5.34,-0,-0,-0,59.7116266743765,18.0089681728552,655.563799589113
5.35,-0,-0,-0,56.9067838917618,24.046041471248,665.446473951497
5.36,-0,-0,-0,55.971785936205,26.7919053352322,671.513353080666
5.37,-0,-0,-0,56.7182312355282,26.5344540993472,673.555168950053
5.38,-0,-0,-0,58.5479638423936,24.2158197206928,672.324081911146
5.39,-0,-0,-0,60.8942675694446,20.9327898956478,669.177886149991
5.4,-0,-0,-0,63.2592704301242,17.527826469513,665.039841093876
5.41,-0,-0,-0,65.3482373400181,14.4815896238527,660.770287949655
5.42,-0,-0,-0,67.0133786754257,12.0869180121284,656.950135716333
5.43,-0,-0,-0,68.1235443196825,10.4088964907561,653.925117322971
5.44,-0,-0,-0,68.7235942869422,9.57728983700646,652.273908374416
5.45,-0,-0,-0,68.7428487083865,9.53462345225635,652.015011637325
5.46,-0,-0,-0,68.1894767551954,10.2769990524711,653.165722290685
5.47,-0,-0,-0,67.1393031941659,11.7664542890101,655.655929671403
5.48,-0,-0,-0,65.6219677385077,13.9044038791553,659.136833916004
5.49,-0,-0,-0,63.7620239068608,16.5529086986283,663.314790358492
