Time,Angle_HipFlexion,Angle_HipAbduction,Angle_KneeFlexion,Angle_AnklePlantarFlexion,Angle_ElbowFlexion,Angle_WristFlexion
3.31,-16.5352608456393,3.80853467766871,47.0885840122379,-15.3623916448424,17.6102985729057,-53.6312806218848
3.32,-15.3764143108096,4.33109500128435,49.9023618541396,-14.2529471761263,17.5498901668952,-53.5033142773197
3.33,-14.1526572307049,4.79600824799619,52.5658774810162,-13.1849345943321,17.509588675047,-53.3713773019281
3.34,-12.9001159535976,5.20383055201841,55.0441956094469,-12.2051951080432,17.4891681088573,-53.2385185216467
3.35,-11.6383660131653,5.549499470704,57.299405986904,-11.34214339088,17.4871948147178,-53.1067526448799
3.36,-10.3849326613806,5.82967922407552,59.2991255689858,-10.6143181798168,17.5019910742172,-52.9779134192715
3.37,-9.15491586554783,6.04274771289656,61.0166766248517,-10.0304315121142,17.531708542754,-52.853582323661
3.38,-7.96099239268723,6.18871950155986,62.4310911844967,-9.59039921295616,17.5743971899331,-52.7350301938597
3.39,-6.81362291916054,6.26909547823024,63.5270494180668,-9.28691572863505,17.6280658487756,-52.6231821952048
3.4,-5.72130851401953,6.28664159587817,64.2947939222645,-9.10718221073479,17.6907322437717,-52.5186110097381
3.41,-4.69081775518596,6.24514051342179,64.7300066576489,-9.03452103589431,17.7604625877684,-52.4215560908336
3.42,-3.72737197000336,6.14917666469748,64.8336085844362,-9.04974717556292,17.8354019656438,-52.3319621090023
3.43,-2.8348019447776,6.00399024526506,64.6114449676105,-9.1322766775394,17.9137891106926,-52.2495261425131
3.44,-2.01568622373261,5.81539046083026,64.0738376279333,-9.26101645356486,17.9939735688793,-52.1737538476356
3.45,-1.2714743338278,5.58968649660954,63.2350047868598,-9.41509775106348,18.0744947867678,-52.1040409631193
3.46,-0.602619859835719,5.33360603571916,62.1123609438653,-9.57450040935067,18.1539481461736,-52.0396755983627
3.47,-0.00871313039163999,5.05416169837176,60.7257237543348,-9.72058405060357,18.2310793044154,-51.9799240701478
3.48,0.511358407075076,4.75848946734894,59.096466199578,-9.83651877027935,18.3047796449794,-51.9240681565932
3.49,0.959229171989216,4.45370791682979,57.2466732867858,-9.90760194869139,18.3740040569944,-51.8713842630847
3.5,1.33686026194166,4.14672371982959,55.1983295066861,-9.92138231720313,18.437923788389,-51.8212534663498
3.51,1.64635782202612,3.84417650693924,52.9726559237633,-9.86766606411557,18.4958300308207,-51.7731340320853
3.52,1.88981676780851,3.55241029883751,50.5896396097995,-9.73836811464237,18.5471473827946,-51.7265753460108
3.53,2.06920920067263,3.27742658671322,48.0678515854493,-9.52724450841665,18.591504172706,-51.6811258933056
3.54,2.18628321599627,3.02506403350689,45.424519301042,-9.22974531564614,18.6286184170199,-51.6365030456137
3.55,2.24258729587896,2.80100197145351,42.6760167454565,-8.84285950484584,18.6583779969822,-51.5924937323122
3.56,2.23961979260568,2.61093373718638,39.8386707322747,-8.36522685329641,18.6808377246166,-51.549069334949
3.57,2.17920079051189,2.46065957809622,36.9299486200926,-7.79741698236778,18.6962039561003,-51.5061787889732
3.58,2.06402282547341,2.35636017205575,33.9698404920906,-7.14256957056266,18.70482147314,-51.4638732520371
3.59,1.89834993273148,2.30474124512231,30.9823745459932,-6.40723342510502,18.7071599550664,-51.4223165447834
3.6,1.68871787418616,2.31290457632836,27.9970151244894,-5.60231131064416,18.7037892285998,-51.3817823501702
3.61,1.44442764595135,2.38771785297125,25.0495838312865,-4.7438828285129,18.6953416648837,-51.3426587057622
3.62,1.17755890554978,2.53447550087808,22.1822014444463,-3.85352395657285,18.6824630014214,-51.3054410736678
3.63,0.902196577812776,2.75484520506596,19.4416504023925,-2.95759864984619,18.6657603597964,-51.270725346728
3.64,0.632650562093667,3.04450659862313,16.8756786678773,-2.084971676011,18.64575016749,-51.2391754034894
3.65,0.38081363616813,3.39141713351374,14.5274071305343,-1.2629864719791,18.622789963412,-51.2113629574156
3.66,0.153763571157876,3.77600388766263,12.4296397830649,-0.512672284906991,18.5971502439497,-51.1879574098309
3.67,-0.0474953402630499,4.17359066940816,10.6009421551456,0.155026031148365,18.5690282515708,-51.1695848897368
3.68,-0.227268032753159,4.55834912120434,9.04540372923486,0.740191013209524,18.5386246645765,-51.1568236912052
3.69,-0.392891495572317,4.90707990266876,7.75567951420378,1.25191767270257,18.506223615516,-51.1502179849204
3.7,-0.552144253418756,5.201547931038,6.71741183774084,1.70477855059903,18.4722451775106,-51.1502732516012
3.71,-0.711324832371318,5.4291652037097,5.91316253194159,2.11541476515366,18.4372669628689,-51.1574433350511
3.72,-0.874332057837879,5.5825695080699,5.32496826680148,2.50001502522065,18.402019676277,-51.1721107461019
3.73,-1.04258362966898,5.65878686480569,4.93554853731925,2.87255452308575,18.3673654516118,-51.1945643658025
3.74,-1.21545014521879,5.65844265669293,4.72859495793075,3.24337145736197,18.3342665505595,-51.2249787567778
3.75,-1.3909303673297,5.58521338251693,4.68858064751776,3.61785765132201,18.3037494051916,-51.2633987340215
3.76,-1.56639988415449,5.4455290356933,4.80039562504847,3.99537929304216,18.2768668579261,-51.3097326584723
3.77,-1.73935595048754,5.24845456708472,5.04898127006845,4.36875709716485,18.2546601815827,-51.3637577735136
3.78,-1.90813106086571,5.00565438007671,5.41904591075237,4.72462363331142,18.2381221204622,-51.4251393284529
3.79,-2.07254592940617,4.73132453559492,5.89489051035996,5.04478102407588,18.2281628766736,-51.4934601164004
3.8,-2.23442419594436,4.44193437614898,6.46034385522001,5.30842360083961,18.225582492602,-51.5682481022285
3.81,-2.3978370760169,4.15558194672673,7.09878914618395,5.49488305206406,18.231054280489,-51.6489819873622
3.82,-2.56895697048539,3.89083145951249,7.79325600744605,5.58644469614207,18.2451225373407,-51.7350580751753
3.83,-2.75550916966637,3.66515115714642,8.52657149508941,5.57074880782665,18.2682237074196,-51.8257463142607
3.84,-2.96597265529492,3.49337609896129,9.28156714230803,5.44234185765831,18.3006873624325,-51.9201052457627
3.85,-3.20872410217822,3.38672376376228,10.0413505779053,5.20311803985421,18.3426367544723,-52.0167712733701
3.86,-3.4909668599766,3.35283810520571,10.7900275922811,4.86157956624023,18.3942708441347,-52.1146030268425
3.87,-3.81734677082918,3.39565272687228,11.5130372667628,4.4317197137578,18.4555571402737,-52.212222140621
3.88,-4.18640614476322,3.51289748496821,12.1972916627451,3.9323537874457,18.5263091628603,-52.3081668882862
3.89,-4.58015383765457,3.68175285628329,12.8290174977957,3.38970507322203,18.6067256677625,-52.4014627814883
3.9,-4.9315661308281,3.82358448523355,13.3920713388679,2.83674435498147,18.703988854457,-52.4978119391938
3.91,-5.13338798176178,3.81799942181552,13.8757484620444,2.29457693645355,18.8385429526899,-52.6195929848151
3.92,-5.26732364659116,3.64478466048219,14.2578621188656,1.79091833300995,18.9884753024513,-52.746206359503
3.93,-5.44844701235542,3.38784669964974,14.5284857584795,1.34366454697881,19.1249267013521,-52.8327942326935
3.94,-5.65026544325135,3.11069503569125,14.7218777224779,0.92446987390747,19.2649684573805,-52.9043350171964
3.95,-5.8580814581183,2.83899797709066,14.8554779127214,0.527023873485277,19.4134515806051,-52.9699939361664
3.96,-6.06781994818352,2.58124520740541,14.9372194110207,0.154770863150611,19.5689908736768,-53.0295713193814
3.97,-6.27546160744723,2.34042356293916,14.9736590845359,-0.189537837475705,19.7302781727522,-53.083010460283
3.98,-6.47842695352233,2.11758396065094,14.9704016055077,-0.504357029764775,19.8959617837274,-53.1303805970715
3.99,-6.67598905902256,1.91369310835285,14.9324566206742,-0.789524218913159,20.0646093061628,-53.1718640025981
4,-6.86893862077943,1.73042953458463,14.8644479114567,-1.04612003685573,20.2346879751831,-53.2077426410883
4.01,-7.05916299432601,1.56984178218942,14.7705978904524,-1.27611071002371,20.4046195712827,-53.2383722021502
4.02,-7.26213974058698,1.43804740562676,14.6496787617806,-1.47530365056006,20.5683191080072,-53.2545057021661
4.03,-7.51971282184878,1.34809977800658,14.4912283818532,-1.62795438913317,20.7109120456322,-53.2311721886316
4.04,-7.78116344286765,1.28514178039081,14.3225626463061,-1.76778220291198,20.8485256602907,-53.2152862908024
4.05,-7.9922374589355,1.23738689934991,14.1606949278425,-1.91568694066797,20.9946972294849,-53.2275276737581
4.06,-8.1941310282139,1.21441866704153,13.9958039443247,-2.05745971616446,21.1363150669747,-53.2444665656805
4.07,-8.39966293026334,1.21804246835558,13.8275339762491,-2.1910477741189,21.268480239606,-53.2595963252459
4.08,-8.60705136501415,1.24611995322604,13.6596574360666,-2.31971256393418,21.3903330185068,-53.2731861857396
4.09,-8.81402972952224,1.29609287474895,13.4960263277649,-2.44681500971021,21.5011769546892,-53.2854546922937
4.1,-9.0181377394345,1.36971605440922,13.3446619814999,-2.58258846915049,21.5977994548321,-53.2635291149167
4.11,-9.21806674467237,1.48000771238477,13.2225844003417,-2.75251306561869,21.6794380613887,-53.0947155252296
4.12,-9.41387133188095,1.61160721548703,13.1185586229671,-2.93649808867651,21.7717629959054,-52.8843775974708
4.13,-9.59702943404253,1.73109461709327,13.0146257442968,-3.10082237215564,21.8396584650849,-52.8496671782518
4.14,-9.76861434965264,1.85435359508347,12.9285348428531,-3.27225069056688,21.889900799398,-52.8622015468366
4.15,-9.92913208372037,1.98644349111115,12.8682240084188,-3.46183211068375,21.9273995595925,-52.8744418655476
4.16,-10.0628983133822,2.12339972764588,12.8376250294034,-3.67326082114219,21.9723450374055,-52.8841501084921
4.17,-10.1223505138852,2.25588107553542,12.8437616341446,-3.91364542098469,22.0927480628966,-52.8825664843365
4.18,-10.1692477884507,2.39369766724211,12.8822595531372,-4.17764249041733,22.2262435325497,-52.8712245947672
4.19,-10.2748256685427,2.54940307138297,12.9427261936596,-4.45255356225237,22.2539743157908,-52.8645460745987
4.2,-10.3972933067928,2.71040410646709,13.0292416353557,-4.74351209562008,22.2441542626947,-52.8592143018774
4.21,-10.5273985281929,2.85719245216446,13.1361853181762,-5.04434144405946,22.219157287391,-52.8854721100481
4.22,-10.6676906622823,2.93160300355767,13.2413291100224,-5.33015275313305,22.1733093369801,-53.033854047343
4.23,-10.7827696354179,2.8243133654443,13.3181893900987,-5.58512289694532,22.1315932667568,-53.1651080197149
4.24,-10.7820951403101,2.38528163881676,13.343017368225,-5.7824762215431,22.0953650650696,-53.1859935365938
4.25,-10.657323047443,1.72114060738698,13.341403708262,-5.92571832207375,22.0542037664104,-53.1795704419052
4.26,-10.4892492973323,1.03158047715241,13.3518580818397,-6.05338147361211,22.001195819504,-53.1703376973433
4.27,-10.3251629859981,0.388821856893868,13.3837332577734,-6.18185215093402,21.9352291479112,-53.1574614698114
4.28,-10.1808722198634,-0.195698973954849,13.4342276927071,-6.31278885708309,21.8570249298839,-53.1403967702178
4.29,-10.0624337026863,-0.721370446366948,13.4990128092097,-6.44463758232294,21.7675844211245,-53.1186151506125
4.3,-9.97266105746147,-1.19078495410847,13.5729536554987,-6.57391992314809,21.6588090026597,-53.1012935245626
4.31,-9.91316538084568,-1.60843099485405,13.6501583447932,-6.69543730791503,21.5121929755147,-53.1111528776741
4.32,-9.8844668872701,-1.97454778341852,13.7299968454616,-6.81312252286566,21.3818022023163,-53.0985000563904
4.33,-9.88425775077902,-2.29200594534015,13.809014721376,-6.92598633698905,21.2589380826848,-53.05955872212
4.34,-9.91332379647477,-2.56540098358149,13.882336231363,-7.03040439821034,21.1333393124582,-53.0113393032028
4.35,-9.97177089226145,-2.79792072927476,13.9464460911082,-7.12497243767272,21.0051923085249,-52.9578849022804
4.36,-10.0591001404005,-2.99198992942082,13.9985697351413,-7.20932248444625,20.8758633987593,-52.8996603319211
4.37,-10.1896381259132,-3.14775762890419,14.033979709673,-7.27916851443728,20.7245035471843,-52.8410540895995
4.38,-10.4075262791936,-3.26156424114389,14.044396333664,-7.32313721203827,20.4922716954945,-52.7921058687133
4.39,-10.6500682364753,-3.34375000974917,14.0401877834622,-7.36221747953209,20.2828390250367,-52.7335334264385
4.4,-10.8527405106212,-3.40315655104038,14.0262901092219,-7.40770430473658,20.1522649456359,-52.6589768787708
4.41,-11.0569971462127,-3.43762162165888,13.9966068150709,-7.44984580575605,20.0421762421344,-52.5808726694244
4.42,-11.2733491503031,-3.44884913724932,13.9500213276601,-7.48662919202112,19.9354120068307,-52.5034127347458
4.43,-11.4966464069274,-3.44043986909963,13.8877813885424,-7.51923470364863,19.8322485407499,-52.4276629450186
4.44,-11.7216415028646,-3.41604055961682,13.8116495578692,-7.54877356924475,19.7327983650636,-52.3546620414859
4.45,-11.9433196498292,-3.37913221380669,13.7238245429161,-7.57626816774465,19.6370624558845,-52.2854371978722
4.46,-12.1574115504154,-3.33262805555577,13.6270205963285,-7.60308341194266,19.5455706694679,-52.2163979762158
4.47,-12.3618107189237,-3.27837828416607,13.5247361193779,-7.63192101482081,19.4652834618986,-52.1262276551635
4.48,-12.5548301443929,-3.21915439739653,13.41943462157,-7.66286439518882,19.4036474644547,-52.0165312996059
4.49,-12.7282198420674,-3.15848691242875,13.3117346097339,-7.69128765819512,19.3252480302025,-51.9558377733115
4.5,-12.8833185974271,-3.09648622559614,13.2052153551294,-7.72019033478336,19.24296534634,-51.9155965881486
4.51,-13.0212715702137,-3.03350586051844,13.1024641757668,-7.75089047567154,19.1627812690075,-51.8835851392495
4.52,-13.1430113432068,-2.96999138281205,13.0051869397024,-7.78345645611924,19.0845393105263,-51.8599517627781
4.53,-13.2501823477873,-2.90619458419547,12.914564918304,-7.81771899605438,19.008181240975,-51.8447082034755
