Time,Right_Fx,Right_Fy,Right_Fz,Right_Mx,Right_My,Right_Mz,Left_Fx,Left_Fy,Left_Fz,Left_Mx,Left_My,Left_Mz
3.16,14.4391427021222,21.1065350288931,288.302037162706,-196.727369198401,69.6210872814751,3.93926352210329,-18.6011384070555,-25.5002191313343,384.882414501349,-147.299603654328,84.7270732602571,-5.03453415964973
3.17,14.5900362727773,20.2609847331333,280.869270040991,-190.975793080418,67.8611942458389,4.15756181066181,-18.8403518373994,-25.2077265994644,393.3632372929,-150.753702247751,86.6923181352031,-5.13537502806508
3.18,14.6968014310928,19.2333923565968,272.973145214026,-184.805808808684,65.9455150144859,4.38471048024408,-19.0973051495736,-24.9601335590721,402.15432262895,-154.333142633761,88.7239426019654,-5.21435311401734
3.19,14.7415892772369,18.1387388586861,265.834398177061,-179.06466404778,64.1580663117057,4.58219707529009,-19.3714275248854,-24.5555511993712,410.154102088574,-157.635597954267,90.5782254184699,-5.33004322544177
3.2,14.7062714445168,16.8750677923251,258.595873409279,-173.12796481028,62.2853645999986,4.75834841854645,-19.6472504503902,-24.0918029908527,418.11891599875,-160.991473220171,92.4301540347238,-5.43664652479966
3.21,14.5959056567095,15.4823969010871,251.452821568627,-167.139813608962,60.3750809444652,4.91272941373227,-19.9463510952406,-23.5686727497418,425.867228804535,-164.306507003927,94.221143135504,-5.55471451242305
3.22,14.4205590696857,13.9609773294761,244.294363415356,-161.030270069178,58.3942684030734,5.05411982605949,-20.2758370714602,-23.0312353099503,433.47916913976,-167.576317279858,95.9815637640279,-5.67861662879686
3.23,14.161129777496,12.4166698764638,238.383329412584,-155.644810670856,56.6234801087145,5.14302844188726,-20.631232921653,-22.2800146047947,439.798112414043,-170.375689398159,97.4535078474828,-5.86215426277725
3.24,13.8252646638587,10.6807630936274,231.013616251004,-149.256287475939,54.442013354974,5.24773832594619,-20.9929948234333,-21.7313060075687,447.309016158412,-173.597543730313,99.2111698708095,-5.99402965228262
3.25,13.3672111737941,9.02351707237576,225.379146137788,-143.982369520053,52.5802593096598,5.26714996390856,-21.3580176640359,-20.8819945146961,453.102148034054,-176.203077659697,100.566187635639,-6.21308904437993
3.26,12.8682401985768,7.28868880628083,218.136531443222,-137.706851577914,50.3050881168762,5.29382442720061,-21.743908527641,-20.3098149318646,460.24214457206,-179.265612136717,102.237113718513,-6.36887308857651
3.27,12.2468194259429,5.65149008381908,212.733174893417,-132.543618221319,48.3803894718251,5.22768270896761,-22.1159878003912,-19.4744269765909,465.54777371601,-181.667921926125,103.479531103352,-6.6022126892476
3.28,11.5853479713031,3.92074047376962,206.275268187819,-126.644987337883,46.180866984665,5.18150312839364,-22.4914039301324,-18.8265582394982,471.682624031131,-184.351647087251,104.918160329509,-6.78929484148099
3.29,10.82948458636,2.23027885570555,200.917731916596,-121.371693809289,44.1771087469205,5.08722335792345,-22.8444863080225,-18.0289397189174,476.704436064124,-186.618105799911,106.090077693836,-7.03080662857558
3.3,10.0598776069255,0.658188729543252,196.38730664046,-116.602206400049,42.3313419697047,4.97853159561741,-23.2310509544836,-17.1928970737316,480.857622633398,-188.534470895719,107.042015019661,-7.32860520497123
3.31,9.4496538037993,-0.528469695455513,190.917140544808,-111.402799458027,40.3249251495474,4.90137280291403,-23.7412276657892,-16.8752945183809,485.813948958331,-190.629937627406,108.157266735375,-7.59022356789188
3.32,8.89552677840762,-1.44740667676669,186.323100320117,-106.932903071892,38.5635982790962,4.7984717416032,-24.2796915583139,-16.5275776667656,489.903940855348,-192.344887848606,109.039563274843,-7.89323215945913
3.33,8.39504080692913,-2.14624805379931,182.320996170807,-102.975553946145,36.984154093983,4.68284772660476,-24.8151776852195,-16.1867702026063,493.401411217205,-193.783723388336,109.761786102995,-8.20913570845079
3.34,8.00148112524149,-2.63510454489537,178.092340428258,-99.1084266286518,35.4510638752669,4.58983775798087,-25.3329165144073,-15.9822658177395,497.092452503899,-195.182403188354,110.516824886231,-8.49340077038602
3.35,7.72940686867928,-2.86577326174876,173.662122116993,-95.4278980348437,34.0023625912176,4.51248800031855,-25.8067117254539,-15.9040815725354,500.979597321234,-196.533639552857,111.303298984798,-8.73216361553332
3.36,7.55187017676812,-2.8159503326286,169.762345083308,-92.3924075730452,32.7952529413243,4.42500914038146,-26.2013511368868,-15.8188241165982,504.398264906114,-197.605671485046,111.964529535247,-8.94182052610067
3.37,7.48568846030887,-2.54283777084253,166.465042312313,-89.9719565330135,31.8239448471069,4.3489621669724,-26.5184704926426,-15.6856632960085,507.284011517678,-198.417200698728,112.503916293524,-9.12739915133307
3.38,7.68800709049215,-2.05742869076391,163.396500533542,-87.9237613553779,31.0209866499963,4.37373296031853,-26.8301708303351,-15.9306826514176,509.926334789037,-198.626836209877,113.058608398731,-9.21808371538934
3.39,7.96491180915956,-1.4395846460378,162.311695804199,-87.1605479032937,30.6755994000098,4.40398103308374,-27.0518578826401,-15.9206464770864,510.768600659783,-198.103754489241,113.215499073882,-9.33592370280996
3.4,8.42195180674258,-0.700157480905635,160.56617257681,-86.1053667924073,30.2506888642588,4.50928484259009,-27.184252178981,-16.2732086071454,512.285880122794,-197.554645234782,113.598208316478,-9.30966264228302
3.41,8.92656938788396,0.0516242744247364,159.955883266201,-85.675792758242,30.0452183259283,4.63644007519056,-27.1783907133245,-16.6218346360105,512.810099745207,-196.47313842392,113.810060024287,-9.21413428622015
3.42,9.5440370858658,0.825390710418612,160.140113153366,-85.6876285286613,30.0040707758467,4.8202215843567,-27.0798470542221,-16.9641227783759,512.650399843816,-195.024277307543,113.926508563331,-9.07228030225382
3.43,10.3180683637622,1.65229021835977,159.830374005783,-85.4497025493946,29.8971512553032,5.07935220665362,-26.8729724340052,-17.634631174015,513.006603605662,-193.511119757249,114.239689119984,-8.7894713128718
3.44,11.163309217736,2.49894059979107,160.059913762205,-85.5164935802431,29.9041681988563,5.37173039260905,-26.5346746526685,-18.3322143155704,512.910969853932,-191.746631154537,114.511220486863,-8.42961028053403
3.45,12.1330584617483,3.38989433384929,159.984431755002,-85.4387179608281,29.880096988642,5.7231974736505,-26.0810884571724,-19.2691880186067,513.112868779584,-189.919967791771,114.936582810289,-7.95358047874314
