Time,Moment_AnklePlantarFlexion,Moment_HipAbduction,Moment_HipExternalRotation,Moment_HipFlexion,Moment_KneeFlexion,Force_Ankle_AnteroPosteriorForce,Force_Ankle_AxialMoment,Force_Ankle_MedioLateralForce,Force_Ankle_ProximoDistalForce,Force_Hip_AnteroPosteriorForce,Force_Hip_MediolateralForce,Force_Hip_ProximoDistalForce,Force_Knee_AnteroPosteriorForce,Force_Knee_AxialMoment,Force_Knee_LateralMoment,Force_Knee_MedioLateralForce,Force_Knee_ProximoDistalForce
0.42,-0.00210556734307159,-0.237317788909075,0.0679768138220508,-0.0713907213238129,-0.0228838566434166,13.6655622919469,-0.285047268940848,2.97237134467466,-1.8963165401764,8.8601919319726,-18.9746191374222,88.0817837860251,-2.22155360464232,-0.00876452758164303,-0.0685228044541295,-1.53230202409866,-38.9443870709612
0.43,-0.00234794678550031,-0.22444880389267,0.0654337157649489,-0.0671582521227169,-0.0230342131929954,14.083659182421,-0.293860585728004,3.07398190996093,-1.92913924133152,8.89227101455825,-19.6574772841413,90.3225529651172,-2.26698560954292,-0.00930103201217189,-0.0649550140144365,-1.58853846458235,-39.9087151095476
0.44,-0.00253527794098107,-0.211874034594566,0.0624865647034624,-0.063262900326399,-0.0230864642093842,8.73365249795349,-0.18263481462998,1.87111350340534,-1.22025873616726,6.24885308969904,-12.4281480102418,58.020644110085,-1.53420790665779,-0.00364945523871077,-0.0713608640327054,-1.00947233891067,-25.6471877768702
0.45,-0.00251960519892662,-0.197476580117415,0.0595639796776054,-0.0608439286414202,-0.0222718107851171,8.0597731262356,-0.168445838365596,1.72119061189768,-1.1416573733188,5.68493343224338,-11.4855131633235,53.1600896407975,-1.42208347764442,-0.0028266265455123,-0.0661174024111743,-0.942651439515293,-23.5523428571021
0.46,-0.00236777692528438,-0.182584924514749,0.0566880479328709,-0.0599823097551711,-0.0209910208588871,8.24086126971285,-0.172082526857211,1.76546982755484,-1.16494881214354,5.52592535844934,-11.7262506392379,53.5350691623483,-1.42534808404564,-0.00298603070109528,-0.0601116090260095,-0.968979503270352,-23.7695157212952
0.47,-0.00218110500044382,-0.165781154964107,0.0538144624804929,-0.071989341159121,-0.0183883568064059,8.58163970827595,-0.179417037469281,1.84773971611285,-1.1671157437055,5.44846895273224,-12.2125783314974,55.2855574586564,-1.4668437421909,-0.00355227771906586,-0.0583577771926525,-1.01479367877294,-24.6789758041921
0.48,-0.0017378965478251,-0.15526037436203,0.0513998469571128,-0.0539869508286915,-0.0187044081519775,13.8228435174686,-0.288489574987218,3.04596339823095,-1.79704681150793,7.92980683305287,-19.7008501613731,87.2981127625418,-2.14944629246743,-0.00961230844961882,-0.0478657915056434,-1.59076898279402,-38.511596005569
0.49,-0.00144455993134952,-0.138750877723718,0.0485432220264785,-0.0675216452924768,-0.0159728247709537,13.4418605210103,-0.28062792702804,2.95990702251059,-1.73252279982129,7.56389178495925,-19.1819228537266,84.8730675551098,-2.10323479007629,-0.00945407044681957,-0.0463883979190145,-1.55028168188373,-37.5719158179124
0.5,-0.00109193268796243,-0.124863170035776,0.0458968961562612,-0.072907167271228,-0.0142520186655776,13.2727252046783,-0.276960475244668,2.92010772318544,-1.71797249036353,7.34240743944562,-18.97345133086,83.717262616912,-2.07922130797977,-0.00955304768802273,-0.0436406115102461,-1.52921642624932,-37.1166993758619
0.51,-0.000760782619289184,-0.111420725501092,0.0432677076257297,-0.0793683779743544,-0.0126043003087505,12.9492480685959,-0.27011579735983,2.84505439401331,-1.6802794966666,7.06509593965361,-18.5669573511269,81.76857274326,-2.03852100063604,-0.00957827304689545,-0.0422393418481761,-1.49172818579888,-36.3186144616421
0.52,-0.000490135986874717,-0.0992563153478294,0.0409007683464166,-0.0879098797587302,-0.0108767904552517,12.3191612750377,-0.257012005456636,2.70151563368535,-1.58721062423458,6.66166983887388,-17.7795942392867,78.2182995681487,-1.96133290250275,-0.00941717188236535,-0.0444847096465505,-1.42400499232088,-34.8298178005802
0.53,-0.000271020339984662,-0.0877056376721992,0.0386224182295088,-0.0970626507952846,-0.00919134525466134,12.1442947396127,-0.253295773468636,2.65753868753666,-1.58378470621589,6.49639103297984,-17.5519278229041,77.297739888615,-1.95142800735333,-0.00960579025085736,-0.0414324433258323,-1.40307585727628,-34.5112225150849
0.54,-0.000125403982272849,-0.0773805646394956,0.0366006546792139,-0.107197902023973,-0.00738603833011416,12.0044429395465,-0.250330733327015,2.62093714061889,-1.58653400723889,6.36585292866489,-17.3834147599854,76.6853075335105,-1.94807457323389,-0.00985953419424646,-0.0388924498393763,-1.3871767738275,-34.3268961589472
0.55,-5.14193058765572e-05,-0.0681410521899267,0.0347799469647178,-0.117460221516617,-0.00543228438433284,11.9569310735246,-0.249283947962625,2.60493097070069,-1.60365207373605,6.29507518999224,-17.3580359483736,76.7135146847453,-1.95648963393193,-0.010228035311419,-0.0366656421869061,-1.38225893604523,-34.4092318178206
0.56,-4.63366394816422e-05,-0.0599727279169904,0.0331353915740467,-0.127159420425171,-0.00328147102745786,11.9115369965301,-0.248258828585209,2.58948000628776,-1.6252392481686,6.23222635036472,-17.3416595722037,76.7911238421101,-1.96314451128136,-0.0105882077866108,-0.0342529697692798,-1.37850497771017,-34.5078050520436
0.57,-0.000122971176877748,-0.0612956427907555,0.0335694952035939,-0.137173384059567,-0.00234246857215837,11.8648738957168,-0.247266592850247,2.57017865860212,-1.64662034455453,6.19805523409589,-17.3458960302291,76.8705051264678,-1.97594293810327,-0.010684293288786,-0.0350315604007176,-1.38549699121402,-34.6215898750271
0.58,-0.000197553797430979,-0.0395395973899308,0.0286627804971253,-0.141661312150573,0.00309995172474457,11.8459632705107,-0.246574375042938,2.5696130863195,-1.68230567075158,6.10071821179252,-17.3551200809862,77.1454540980204,-1.9563453547303,-0.0114606489385281,-0.0256888215783804,-1.3691285091731,-34.73895651906
0.59,-0.000373900982691973,-0.0437438014184787,0.0294408051265174,-0.147658057619136,0.00443934782267572,12.060957620947,-0.250888853731444,2.60890230800177,-1.75741074650439,6.19022766621424,-17.7125646169387,78.676744310083,-1.99202444073238,-0.0116732312082415,-0.0234372974868634,-1.40707953651152,-35.4595391156939
0.6,-0.000561570557973713,-0.0423138971251662,0.0286697503792602,-0.149556134264622,0.00706872410913206,12.0746546219693,-0.250980989811124,2.60885742414101,-1.79524663022894,6.15616343252272,-17.8061432245849,79.0147313975031,-1.98251065674847,-0.0118979145762334,-0.0203293410652008,-1.41753025034075,-35.614512801771
0.61,-0.000767887468282762,-0.0434630046717649,0.0280042740837704,-0.14731688158517,0.00924987139232132,11.9398232995247,-0.248014707355663,2.57705608968679,-1.80270461064477,6.05147064135695,-17.7109612615885,78.4021412020173,-1.94440760809814,-0.0119561739711276,-0.018942822587074,-1.41479299764156,-35.3240130370389
0.62,-0.000979876646023045,-0.0473434963177823,0.0272862125065734,-0.139725860925959,0.0105925280352659,11.7149983105338,-0.243203154835121,2.52632295564675,-1.7889171602929,5.91026671962188,-17.5032264326418,77.1600201864544,-1.88636338607521,-0.0119106677190663,-0.0188342147881995,-1.40483541436522,-34.7185398028327
0.63,-0.00118481985072095,-0.053899570333588,0.0263682757700679,-0.125987190955452,0.0107810071298515,11.580809595889,-0.240253891244937,2.49578786845389,-1.78855124175884,5.82536315358414,-17.4206505363665,76.3264959950756,-1.8343136791629,-0.0119293085273413,-0.0182827115651946,-1.40621105496991,-34.2466869684735
0.64,-0.00136941646574163,-0.062843720927754,0.0251614884868292,-0.106032962359808,0.00967262189032159,11.5437752012062,-0.239296960382409,2.48654364567687,-1.8033735300066,5.80098433923711,-17.4702266617583,75.9335748885215,-1.78995459450973,-0.0120451837683017,-0.0173248761527514,-1.41856862369261,-33.9226658944009
0.65,-0.00152020015862166,-0.0737060320991392,0.0236581661924296,-0.0806154872813116,0.00732584793613984,11.5140131027325,-0.238497288360713,2.47899331988232,-1.81462154377762,5.79304922554042,-17.5323222816169,75.4750384407812,-1.74218581846724,-0.0122020489218169,-0.0169429822331074,-1.43147826110336,-33.5302104963234
0.66,-0.0016251449667878,-0.0859361999255206,0.0219280075370446,-0.0511673080536188,0.00395655622004708,11.4929002609154,-0.237885715628398,2.47322195729042,-1.82238843955994,5.80090558329069,-17.6062258561775,74.9822755085195,-1.69290462326295,-0.012407329552816,-0.017196589736734,-1.44423464983753,-33.0938121294101
0.67,-0.00167530347813736,-0.0989777166399211,0.0200884765502491,-0.0195149806800273,-0.00013561497918158,11.4828609639425,-0.237513031950315,2.4694487297961,-1.82753135196425,5.82408837884824,-17.6919745586639,74.4987457094612,-1.6444866946081,-0.0126589083897717,-0.0180741481528248,-1.45645386662725,-32.6462391510434
0.68,-0.00166544668144502,-0.112267166200809,0.0182634980597551,0.0124157970154586,-0.00462330209719521,11.4775243662362,-0.237256377132229,2.46613686942045,-1.82847928441048,5.85899225376738,-17.7797119895003,74.0285205799417,-1.59826062138328,-0.0129387802116786,-0.0195774134035031,-1.46734632487916,-32.202615553382
0.69,-0.00159384800471258,-0.125196417363748,0.0165527784360204,0.0427969920164581,-0.00917383320307069,11.4768750224111,-0.237113164670849,2.46302378262566,-1.82630339674471,5.90487882061763,-17.8663346495471,73.6074089088826,-1.55639647773379,-0.0132292919542387,-0.0215072466861368,-1.47675159995116,-31.791380664886
0.7,-0.00146178095257564,-0.13709261451364,0.0150203469166185,0.0699995401415002,-0.013452656063689,11.4817215618157,-0.237091736479604,2.46008206760433,-1.82286580830046,5.9615743971258,-17.9497164511455,73.2758164638999,-1.52094569954479,-0.013511411268935,-0.0235390737800237,-1.48458699719101,-31.4410745615643
0.71,-0.00127295876573722,-0.147223158486149,0.0136942180827135,0.0926544103578489,-0.017124402351072,11.489179934425,-0.237122840986643,2.45667911622649,-1.81921313048893,6.0275185078432,-18.0242144485594,73.0568978526228,-1.49309058081677,-0.0137625910502017,-0.0252982860630422,-1.49042935967353,-31.169924391708
0.72,-0.00103295212458279,-0.154809555197278,0.0125734210285239,0.109662449126141,-0.0198506680634138,11.4967144594418,-0.237138968057129,2.45239507733561,-1.8167685831113,6.10105712418667,-18.0852897840389,72.9754666255075,-1.47358700745363,-0.0139624291758773,-0.0263531382466907,-1.49372863925176,-30.9945531540831
0.73,-0.000748487978916662,-0.15905706442886,0.0116466410541394,0.120118862498044,-0.0212801361561031,11.5028441524603,-0.23708990449608,2.44715666700878,-1.8173452917835,6.18040158435471,-18.1303993108946,73.0605801770323,-1.46281387427913,-0.0140935910385408,-0.0262630457542639,-1.49384759203362,-30.9319389904137
0.74,-0.000426727430767739,-0.159250540910225,0.0109173342327692,0.123250781677492,-0.0210590706893804,11.4998438472853,-0.236803334091533,2.4397630816289,-1.82051208006096,6.2605267964518,-18.1510184885855,73.307448182106,-1.45982259297178,-0.0141343108045674,-0.0247403509969321,-1.48962495008979,-30.9828897069643
0.75,-7.56852722946337e-05,-0.154996102187023,0.0104222421039947,0.118559267693379,-0.0189220322807705,11.486313571754,-0.236234257746657,2.43020885581366,-1.82755284236134,6.33886306288066,-18.1469348412205,73.7323510771055,-1.46415583232082,-0.0140727852965601,-0.0216452303685114,-1.48049985136819,-31.1567260300295
0.76,0.000292989647217717,-0.146604114772838,0.0102374813211472,0.106196624084724,-0.0148771729191558,11.4535718438946,-0.23520589675515,2.41681668251517,-1.83682322993838,6.41166004403799,-18.1122395057324,74.2964131546547,-1.47432034479939,-0.0138993366862922,-0.0173189922368409,-1.46588604957485,-31.4346196219656
0.77,0.000660646945803409,-0.135382410526455,0.0104723432738849,0.0873059358679844,-0.00937309671079243,11.3896560410871,-0.233495557936261,2.39687635112442,-1.84478989596932,6.47718343521217,-18.0403579739819,74.9159890971184,-1.48856662784911,-0.0136169154892169,-0.012655766627572,-1.44580001238847,-31.7726561726139
0.78,0.00100223478359283,-0.123490888952535,0.0112508509811744,0.0639297345302406,-0.00326365784102717,11.3503846561229,-0.232259770762885,2.38134946416902,-1.86608867331907,6.56527104921756,-18.0042121850632,75.8289427137112,-1.5143700522417,-0.0133352134407926,-0.00791333147622745,-1.42636971586322,-32.268436385643
0.79,0.00129273107910335,-0.113279208775702,0.0126863788858472,0.0383706077954248,0.00248609853816835,11.309745222461,-0.231013966866791,2.36401583353985,-1.89201690504471,6.66972347054497,-17.9815777842443,76.8267860262926,-1.54822413192665,-0.0130416402846926,-0.00460282921881107,-1.40803070626749,-32.8180464164
0.8,0.00151537234063861,-0.106483368877885,0.0148602871296084,0.0123632113989416,0.00718023063798572,11.284092188863,-0.230112599742127,2.34754613546845,-1.92589580627944,6.79934130530241,-17.9947479862214,77.9223619457359,-1.59159153688468,-0.0127666456224014,-0.00331123486695369,-1.39401045067295,-33.4211185418277
0.81,0.00166630178705239,-0.103773351464958,0.0178084709121401,-0.0133818519449637,0.0106120229666748,11.2577030363989,-0.229273912344006,2.32898880675672,-1.96036368084489,6.94836040659726,-18.0273160358061,79.0051756514337,-1.64097391366934,-0.0125013113942352,-0.00452433499360568,-1.38394676847397,-34.0247346009926
