Time,Moment_AnklePlantarFlexion,Moment_HipAbduction,Moment_HipExternalRotation,Moment_HipFlexion,Moment_KneeFlexion,Force_Ankle_AnteroPosteriorForce,Force_Ankle_AxialMoment,Force_Ankle_MedioLateralForce,Force_Ankle_ProximoDistalForce,Force_Hip_AnteroPosteriorForce,Force_Hip_MediolateralForce,Force_Hip_ProximoDistalForce,Force_Knee_AnteroPosteriorForce,Force_Knee_AxialMoment,Force_Knee_LateralMoment,Force_Knee_MedioLateralForce,Force_Knee_ProximoDistalForce
1.76,-0.279953999943752,2.98858474612717,-0.220062841295796,1.95532270160889,2.31703934464635,30.4198586812357,0.405887351567511,-8.22168677696244,-25.1352964183213,43.9976918487871,85.0029453494391,184.325173864053,12.7204340563075,0.179743288866927,-1.53326756805588,-1.89222560994807,-59.2457559007288
1.77,-0.25784960443363,3.20071553685026,-0.219903888222763,1.11154148229969,2.524247778441,29.1885887200583,0.386568785692475,-8.21918967308627,-24.7389954722773,41.4590292033206,81.4480581424137,193.952234287816,14.1850376001263,0.16437799848292,-1.71938824838233,-1.59221998988333,-68.0546908320634
1.78,-0.237255659054535,3.5231245301683,-0.217294472593828,0.383328455372768,2.68232874838057,29.4927522938807,0.388685649576491,-8.3593134162081,-26.2994866916806,41.4275302415367,83.9087125173134,208.970592542567,15.6364030694661,0.178656341037099,-1.72722468843305,-1.97279831424901,-77.1840004655014
1.79,-0.219280087916922,3.93056847000935,-0.215545997478561,-0.166384391748317,2.77439386073052,29.5407131212061,0.388621051757021,-8.43003998412486,-27.3350063113779,41.5948879905813,87.1879391050788,221.099154037174,16.8789283295263,0.180515010064533,-1.79933583487883,-2.34043136846964,-82.4733968052608
1.8,-0.205086964609927,4.39513581587181,-0.218543747256926,-0.489599807832101,2.78679756818604,29.152802282144,0.384019432417458,-8.41753246534419,-27.5467718519482,41.5668982721112,89.8584865173937,227.776736639807,17.7488281150625,0.167285593691107,-1.93568587946484,-2.64924219111973,-82.8733125130788
1.81,-0.195803632702995,4.88847262521597,-0.229731596794469,-0.556384666392886,2.71056571968677,28.20158897325,0.373163964282644,-8.31550144670764,-26.7091017572416,41.3514465416833,91.8973262882579,227.871757023506,18.1134632751083,0.139284427412881,-2.11774905216191,-2.8961002865987,-77.8965975092598
1.82,-0.192407479415298,5.38316898513819,-0.25126293951646,-0.357002569533726,2.5425124029831,26.7191912773179,0.356462511223488,-8.13527707530808,-24.8285031826615,40.9790702326617,93.3764951280013,221.976436595313,17.9466397331198,0.108105528468202,-2.27027681031863,-3.22882134085411,-68.4006216730055
1.83,-0.19560939969417,5.85344358104848,-0.283458852991479,0.0972782524113824,2.2859113334556,25.3221567797749,0.342306164069904,-7.95515684823999,-22.7633917724055,41.0104783358411,95.1188978809205,214.595630811218,17.4008396006527,0.112010633246859,-2.19547719460335,-4.13253795200166,-57.8536126309333
1.84,-0.20574796901396,6.27811568342741,-0.324104751932589,0.779924901955508,1.95017688167687,25.8969390012345,0.356585104985562,-8.00811814654487,-23.2450081704299,40.9644413857605,95.7085723979065,200.604676511937,16.1564601864825,0.126529736438759,-2.04198211773786,-5.19529641207697,-44.0016349192715
1.85,-0.222752017702553,6.62500496354257,-0.371939456957234,1.62145650021122,1.55304547585648,26.9235776465837,0.378545371632147,-8.11608460243564,-24.1268217290758,40.7048108241935,95.1239330751911,181.221686348798,14.4060787795355,0.151996971612923,-1.82590467125127,-6.34024476887248,-27.7128152547635
1.86,-0.24604068246914,6.89200051320659,-0.418926335290856,2.58984558605756,1.11261612565057,28.3557689304012,0.407286530523756,-8.28356146720781,-25.4008914819817,40.8663842249196,93.4504788031615,159.405329274456,12.2890842831665,0.194410474704139,-1.55946229263968,-7.57461994706941,-10.0338353342318
1.87,-0.274645013868114,7.05354784240579,-0.462218525579633,3.59376575451157,0.654859889608403,30.1445700785968,0.441989681733738,-8.50980057300771,-27.0459620520518,40.9982512345794,91.3003692320319,135.866413914296,9.75812995164584,0.241327708682773,-1.28608492809484,-8.81911469986948,8.3668442636234
1.88,-0.3072144242438,7.10283009340001,-0.496507592402775,4.56691938615955,0.204482584261141,32.1996437824737,0.481084206847349,-8.79033850221472,-28.9987657610339,39.5944253118319,92.7075706775131,127.69075301469,8.54349445101025,0.258636761162394,-1.12995497096063,-8.19733881084173,10.9614530317875
1.89,-1.8919261416211,6.93110126296369,1.70416781076277,-1.1722258986315,2.48490506947445,215.219057740379,1.66695971797028,-48.3578692932253,-260.555573527528,5.77262140334105,134.845388312812,262.736935748025,17.0807857348379,-1.75060266662805,-3.33530460289579,-3.28400673686998,-80.9644163394373
1.9,-3.75611790851026,6.37194523953348,2.88259244470459,-5.50048320479623,3.84279098811381,357.299694779536,2.75509398967739,-76.345551454859,-457.986354300208,-11.4769565337108,161.003820296501,380.756202896813,20.522204763367,-2.69088274347441,-3.87752631680911,0.0830677759590515,-169.032610932928
1.91,-6.02211632667388,5.7958530047979,3.52240662162562,-9.04013338134557,4.52260173813082,488.049065592825,3.88525802306871,-99.727206405839,-654.169001018151,-19.4396691125553,176.282331119856,472.880848022872,19.2137617920652,-3.09562051323191,-3.22144230693842,1.44312957569504,-243.30921727704
1.92,-8.05725117215165,6.14411758432781,3.66597987721614,-10.3815678481119,4.10169145029722,582.611867563654,4.79079018030606,-115.365096483901,-808.621954448329,-22.3561040576419,179.137916419651,499.571812693443,11.2542778735065,-3.22094605263746,-3.07108272727793,2.25970293704167,-257.116759522018
1.93,-8.85182418083625,7.69286416279208,3.69358816746142,-10.8849374931171,3.75525301514728,619.388077307089,5.15662122956967,-123.169545161445,-883.859125602343,-23.5652458652183,189.945044200683,541.880274166168,5.67406473033959,-3.23862165631322,-3.89444246175086,2.22313475046776,-268.20169479479
1.94,-7.98554201307066,9.68027343456073,3.93153989234934,-12.5466920673743,4.69333821646045,589.738359231382,4.6688510464977,-122.537921719073,-866.143734526291,-28.1480899823324,216.272850393965,651.669757828825,10.0021719668802,-3.34505619788948,-5.4096645193446,2.6345913486535,-334.719063378193
1.95,-6.32417930324236,11.2725080968821,4.04870332706036,-15.2684682332711,6.4146644507221,509.912261587766,3.55236402518518,-111.852149669092,-782.263048166197,-30.7038040496087,246.662287038057,800.357001214247,18.2810700106238,-3.26955275235239,-6.62443348354423,3.03289631624734,-438.187159053419
1.96,-5.57529825557912,12.6312155390235,3.57089333836404,-16.9436998240781,7.02209624717079,444.776381709511,2.8375675331553,-98.9581017293584,-718.790520170158,-25.2529766427892,255.532386052502,878.301052192908,18.1474552681188,-2.75539210881138,-7.1018269106295,2.25903147431026,-486.812797168792
1.97,-6.56488362162121,14.7368685004974,3.00386740121753,-16.592158049378,5.66432143061592,468.719981879521,3.21717979946751,-101.043527622961,-763.072128390004,-19.3823806991399,250.995483348694,855.306621882912,5.5308083539613,-2.40013058902878,-7.65964969671509,-0.234973506090121,-437.610359925501
1.98,-8.0779099557665,17.7693114966553,2.90481097077206,-15.7409752324183,3.73837726713047,548.833707902677,3.9933183087896,-116.218630073035,-868.89986273621,-22.1978815307711,264.242595508676,853.160776039857,-7.99705984321553,-2.52448278270646,-8.59313393987782,-1.40142766052437,-387.369764263339
1.99,-8.02515246409616,20.6752936295725,2.7892310784003,-16.2622507698618,3.17447690920127,550.001749734631,3.76805421646141,-116.934543903805,-877.167571460371,-23.0046881791734,286.384058420302,920.366768955058,-13.1588584836599,-2.55607711497982,-9.63801506893971,-2.02514382171229,-399.437534209478
2,-5.80587692928347,22.7879029492879,2.17778345349284,-18.394388959682,4.32822046801708,413.656425428975,2.10409205068892,-89.4681575423619,-728.008872536281,-13.4450479418157,294.794649194802,1037.36711789688,-10.3727428088185,-2.01527324869266,-10.4969954469497,-2.94904882595175,-477.729797388013
2.01,-2.73548183733064,24.5983717255975,1.4558913400866,-21.2311558112514,6.08006637557835,232.57955152654,-0.0309443862176138,-53.5375343937982,-535.409478589978,-3.50289109840543,312.868802583917,1188.90626624842,-5.76766803605294,-1.38034441339284,-11.2773022503663,-3.38658214093837,-583.6185306507
2.02,-0.659774066219099,26.8010423887709,1.04886773533407,-23.764559782899,7.01265751658434,130.05755906015,-1.37815006443594,-33.9398734550049,-441.646136674005,-0.323992746854453,337.521428668388,1333.47272701472,-6.17787812274558,-1.16270671311394,-12.0032821801015,-2.766776915635,-672.04949289429
