Time,Fout_X,Fout_Y,Fout_Z
4.05,9.26867377432579,-3.37157528856584,30.9712141272466
4.06,9.01651141585596,-3.27634373894922,30.8949654406941
4.07,8.85372673165546,-3.17967936386933,30.8072175284536
4.08,8.67355047177293,-3.04082500685455,30.7067642685862
4.09,8.50763811570051,-2.86265213816517,30.5861817370094
4.1,8.36009704826129,-2.65128019535076,30.4319922723414
4.11,8.23141315229268,-2.41450932064215,30.253929684926
4.12,8.12183257813016,-2.15425048253604,30.0453327010601
4.13,8.00615151997157,-1.86587102818497,29.8248989146936
4.14,7.9741766814272,-1.62673420870528,29.6021452839691
4.15,7.87420601311718,-1.34020442917533,29.3780539457508
4.16,7.80607270949867,-1.08491799352084,29.1589394871064
4.17,7.7380340196822,-0.849227086160917,28.9484229393323
4.18,7.66628676580553,-0.639583080658186,28.7575026349128
4.19,7.58764829106108,-0.46167481233292,28.5882591183383
4.2,7.50128670277,-0.317312190317285,28.4296264223068
4.21,7.40688731958978,-0.206333158380888,28.2836701373885
4.22,7.30485436425339,-0.13084126165755,28.1528812404661
4.23,7.19326457108866,-0.092584576062832,28.0347213549883
4.24,7.07634967048726,-0.088768543100571,27.9290784029712
4.25,6.95608131959172,-0.117645909904325,27.8347782667944
4.26,6.8355046236707,-0.181644397294801,27.7580690835547
4.27,6.7171243136353,-0.261597768568425,27.683499365967
4.28,6.60358809228561,-0.358585640942872,27.6124855676895
4.29,6.49698485908017,-0.472747480116672,27.5440224512299
4.3,6.37055290531245,-0.599133708212664,27.4787554209232
4.31,6.34062369105941,-0.741345935956431,27.403478138015
4.32,6.23706625562286,-0.882835522987423,27.3308196810385
4.33,6.17470882647563,-1.04083572594323,27.2580875925301
4.34,6.12714266393121,-1.21150257403386,27.1866972435753
4.35,6.10146459675056,-1.37810742851811,27.1158211039944
4.36,6.17702192015127,-1.30840346617284,27.0229042388398
4.37,6.38292568686005,-0.796744115990419,26.8797731131639
4.38,6.64115965682639,-0.0195889407997617,26.6802627190526
4.39,6.9088652242594,0.736465032751132,26.4989005097401
4.4,7.18800805624929,1.54507726194647,26.2934213574691
4.41,7.48082932803336,2.2387563126992,26.1018868151658
4.42,7.68457278261272,2.82088811552521,25.9460141775371
4.43,7.98917070110837,3.23254648211957,25.8083244635389
4.44,8.2543244255003,3.53785068916023,25.6920510183477
4.45,8.55050242044336,3.73931497680903,25.5944633534941
4.46,8.88367701885738,3.85916945334223,25.514678032685
4.47,9.25126342128986,3.91128335063029,25.451813517527
4.48,9.65422608292441,3.90974918657494,25.4052768135763
4.49,10.0859478773014,3.86422045890304,25.3774337742551
4.5,10.5404907858879,3.78065087900449,25.3693717656744
4.51,10.9838364335006,3.66712003808842,25.3845619830013
4.52,11.5041339410166,3.50892787279861,25.4141075406458
4.53,11.9483745520562,3.33197729173406,25.4742293948019
4.54,12.3969498391072,3.11950803746555,25.5539915135454
4.55,12.8174615169141,2.87706134131897,25.6560587965998
4.56,13.2012380663644,2.60706343132064,25.7805334902193
4.57,13.5377003966296,2.30904739083146,25.9267380932315
4.58,13.8181241415015,1.98423152155567,26.0941517426235
4.59,14.0590224350496,1.62993589196182,26.2791994202069
4.6,14.1472644092234,1.27599131813157,26.5031987403276
4.61,14.2308780674789,0.893217105553495,26.7365673075741
4.62,14.2157234673963,0.493709182729618,26.9842094397014
4.63,14.1138953756232,0.0514125821892638,27.2274655942573
4.64,13.9159184996365,-0.344171537536604,27.5269523516701
4.65,13.6467216943829,-0.734191275663567,27.8200972788808
4.66,13.3067848982587,-1.12711232651173,28.0996959996257
4.67,12.899470096142,-1.51808958385198,28.3570265321971
4.68,12.4235749273879,-1.91336179809879,28.6103366893598
4.69,11.8821127615006,-2.3089901180371,28.8593865800867
4.7,11.2783173560685,-2.70038493862199,29.1040200649536
4.71,10.6149325099649,-3.07873051154988,29.3467836473251
4.72,9.90059885109447,-3.43781689241963,29.5775711212633
4.73,9.14213049852429,-3.76732748893049,29.7863650629794
4.74,8.26466049308022,-4.21610349580568,29.8729868765405
4.75,7.41626193972211,-4.48602766256085,30.0745432321548
4.76,6.51941240990404,-4.69684546052461,30.2534433467608
4.77,5.60716593221726,-4.87553173261815,30.4467159787678
4.78,4.68754509903547,-5.02105973335749,30.6567907993427
4.79,3.76834935687498,-5.13360259098852,30.8853746211407
4.8,2.85718128713683,-5.21418226545635,31.1324981603736
4.81,1.95955389376926,-5.26660261724687,31.3999371724498
4.82,1.07445567805006,-5.28282756737174,31.6885103277512
4.83,0.204826335965673,-5.2640032371306,31.9989878805428
4.84,-0.632701526284306,-5.22353061185702,32.3325603502083
4.85,-1.47006144362812,-5.15033216125187,32.7054823696767
4.86,-2.17386174741175,-5.08455036595092,33.0813822147546
4.87,-2.95964449440235,-4.93066144592819,33.4309196023296
4.88,-3.6702808411784,-4.75557182688011,33.7388898728586
4.89,-4.32661567155958,-4.52691462292668,34.0860055530578
4.9,-4.92819516974567,-4.29580193267003,34.4144985834419
4.91,-5.48170184105467,-4.04966352384342,34.7371971597678
4.92,-6.0022846972688,-3.82972924930643,35.0264234653925
4.93,-6.5034166143735,-3.64394079914219,35.2721362780929
4.94,-6.96461981532622,-3.47226560399764,35.4610190646472
4.95,-7.36922508837004,-3.32881602834088,35.5959075678099
4.96,-7.68101184482815,-3.20343190508708,35.7224346747707
4.97,-7.90600813847496,-3.12289850156746,35.7910136216828
4.98,-8.00450019948131,-3.09412596621038,35.7952888212326
4.99,-8.00321210433532,-3.15431915898575,35.756789220546
5,-7.99142699081023,-3.22283582091247,35.6646415339607
5.01,-7.95298444547134,-3.32140570768997,35.5500742227115
5.02,-7.84871153643179,-3.3918809931778,35.3996603451028
5.03,-7.71043931864259,-3.50067946277332,35.2255643480074
5.04,-7.54438215134982,-3.66820851892339,35.0518060770612
5.05,-7.42544248805315,-3.90304823558706,34.8894446016478
5.06,-7.34665081469325,-4.16772171540881,34.7330207432673
5.07,-7.4028786960608,-4.51094546112522,34.5749969555291
5.08,-7.53954242473947,-4.88913475753872,34.4239268632762
5.09,-7.73732245303546,-5.31531523539828,34.3007437811083
5.1,-7.94927707915352,-5.71194232009115,34.1809935884554
5.11,-8.15898114769422,-6.0452578238134,34.0683586940666
5.12,-8.25360752508315,-6.18176288479498,33.9213392839823
5.13,-8.44987212084367,-6.11534458477905,33.7377687798346
5.14,-8.41895904492007,-5.76887824918433,33.4993688287489
5.15,-8.05087991525738,-4.75164507966582,33.1988202301924
5.16,-6.84744828348427,-2.755609524418,32.8442799665927
5.17,-6.22742893966519,-2.11836398622842,32.6528129642256
5.18,-6.52261631379778,-2.71060041187314,32.6027231056406
5.19,-6.66826025472535,-3.22727137599982,32.5474261212394
5.2,-6.80153537281949,-3.66093727703873,32.5056732647813
5.21,-6.77868088226075,-4.0819387538022,32.4825329391212
5.22,-6.74119384215115,-4.45966485443377,32.469551627536
5.23,-6.67513348780418,-4.78011626854078,32.4492598061838
5.24,-6.57929075309951,-5.04355079377086,32.4426952740343
5.25,-6.37162221068433,-5.30579187986561,32.4406574591429
5.26,-6.22093621324902,-5.51137284120534,32.4734137908626
5.27,-5.94800720985602,-5.63771287156372,32.5172906053425
5.28,-5.67387090998896,-5.69240376578991,32.5969733456572
5.29,-5.41797102238863,-5.65203422258807,32.7114562823185
5.3,-5.06874527623475,-5.50593316645712,32.8349202289997
5.31,-4.80701575634353,-5.28493661026007,33.0002126124945
5.32,-4.50311628614879,-5.00299913847845,33.1917759177622
5.33,-4.22255621178515,-4.63829767621377,33.4038348130633
5.34,-3.96557510887454,-4.21104958025342,33.6423232089324
5.35,-3.72289510316512,-3.75814679655193,33.9016788446278
5.36,-3.50459939450492,-3.29022452425033,34.1754396589617
5.37,-3.30652467211241,-2.83708208057848,34.4478255564483
5.38,-3.13949775429886,-2.40203519775982,34.7232182756064
5.39,-2.96356907331587,-2.06324838167212,34.9763237702294
5.4,-2.80819634417744,-1.77836550549345,35.2107576179478
5.41,-2.71796507375377,-1.49982967713741,35.4026558856193
5.42,-2.65594317198458,-1.2632842892002,35.5543687594994
5.43,-2.59236773162442,-1.09051578529369,35.6693563128769
5.44,-2.57115762980969,-0.917918947772735,35.7152424494553
5.45,-2.574212222497,-0.751900111689052,35.6774421977483
5.46,-2.55875791553115,-0.63533882735234,35.5751952498714
5.47,-2.51337604954892,-0.543144147861208,35.4126565575232
5.48,-2.42366188556127,-0.466239250118544,35.1805384128227
5.49,-2.27867513624273,-0.458585128196614,34.8744000503347
5.5,-2.03092696823362,-0.503526292237906,34.509577537873
5.51,-1.81196347783435,-0.603897387193331,34.1168420586763
5.52,-1.42674388204503,-0.748377429090583,33.6646742164498
5.53,-1.0134188115442,-0.939573478132116,33.1726445599673
5.54,-0.546408610100892,-1.1561425950591,32.6206369982875
5.55,-0.0365396428540601,-1.39459618315894,32.0252545627849
5.56,0.519854461174505,-1.66159866313035,31.4241847735367
5.57,1.0749925573137,-1.95173063040331,30.8344453721571
5.58,1.77327056940881,-2.2514678654925,30.2479801209258
5.59,2.39599488845247,-2.54956321399902,29.7131494324664
5.6,3.05591836928606,-2.87820587513054,29.2021208295259
5.61,3.71350177972431,-3.18496494441336,28.7240003332475
5.62,4.36626763899034,-3.48516507863344,28.3141516756366
5.63,5.05069535673414,-3.76795548469678,27.9751924024394
5.64,5.61477952237824,-3.89386457235853,27.6696251489608
5.65,6.28908604232454,-3.55015652682027,27.1893830299441
5.66,6.96465479151031,-2.69229875221044,26.5904822155418
5.67,7.68529668923342,-1.45569492916548,26.0128433109148
5.68,8.3685156668229,0.0688475085120646,25.5062218455703
5.69,9.03490770672602,1.6555235741145,25.1452345875941
5.7,9.64573257017562,3.14390115393257,24.9475582024357
5.71,10.2854305023807,4.51414482302902,24.8416821030883
5.72,10.7692745644271,5.7074279500632,24.8391769027356
5.73,11.2226724786825,6.72488742922379,24.9049963506302
5.74,11.6152841620129,7.6039309536342,25.0185425673806
5.75,11.9733106845191,8.32517813248566,25.1894055284187
5.76,12.2688838800484,8.99220646292486,25.3790328401604
5.77,12.5002872066893,9.6166029317939,25.5751966874212
5.78,12.6741716471072,10.1615621599884,25.7691682386646
5.79,12.8088874254903,10.6443406652321,25.9423869617762
5.8,12.8993836847945,11.0680155670796,26.1076168319323
5.81,12.9180688240103,11.3898003261121,26.2687355053679
5.82,12.9017351161244,11.6126738115143,26.42015528306
5.83,12.7185622717274,11.8122799817516,26.5724196375585
5.84,12.5788571787183,11.9516529557027,26.7277181377767
5.85,12.3263245138561,12.0530208951038,26.8739163615018
5.86,12.1455127690444,12.0769302882947,27.0057186686657
5.87,11.7123655781218,12.1386731748257,27.134773770589
5.88,11.5027474559617,12.0978928182892,27.2511993809801
5.89,11.0104599358993,12.1204706938659,27.3589974767828
5.9,10.6895218309204,12.0723717783109,27.4546143786472
5.91,10.2534525753653,12.0531439811243,27.544763559503
5.92,9.85748444285439,12.0218176680221,27.6288164072796
5.93,9.33767955553878,12.0341197603165,27.7040151258276
5.94,8.90357658300163,12.0162127038629,27.7799812943317
5.95,8.42681836769435,12.0159984602428,27.8560639110354
5.96,7.94056593244466,12.0247003227846,27.9403663614285
5.97,7.41721144733136,12.0447736487338,28.0416944293693
5.98,6.98689101918096,12.0309624437655,28.1679826411186
5.99,6.45756625555734,12.050163764067,28.3091059044554
6,5.92193726032501,12.0046320410675,28.4886852261312
6.01,5.38755544270935,11.9306058961134,28.6999338755698
6.02,4.84984017104319,11.8514737263183,28.9302214532406
6.03,4.29852689327876,11.7952448658665,29.2045457892973
6.04,3.78421481692511,11.7290970958971,29.4964615745894
6.05,3.19271726325305,11.6852173177282,29.8042485254077
6.06,2.70603050777304,11.6208290936817,30.1072365696509
6.07,2.21639504897883,11.5674932363553,30.4074094861966
6.08,1.75497829780551,11.513306930216,30.7054935029327
6.09,1.32637129283939,11.4597661083395,30.9961835850066
6.1,0.896932359934082,11.4192119562626,31.2740988367436
6.11,0.617853262245508,11.3576236213558,31.5276994070481
6.12,0.291539334628674,11.3415195198203,31.7625489207146
6.13,0.0926317691651696,11.3317834188127,31.9634136763397
6.14,-0.141111234553859,11.3854491808372,32.1326440311771
6.15,-0.207162525272374,11.4577982419686,32.251693103752
6.16,-0.2626861924263,11.6089184084541,32.3263129027106
6.17,-0.125232986855827,11.8018349964788,32.3351740083306
6.18,0.0382657823960209,12.1024359056224,32.2686198527071
6.19,0.226836269641304,12.5236050312743,32.1396435188645
6.2,0.597843767074192,13.0128434011833,31.9348538023203
6.21,1.04036781497168,13.7244602588025,31.6351154820225
6.22,1.73178177695431,14.581714380249,31.2334543744682
6.23,2.43900269214276,15.5661661241248,30.7754541470626
6.24,3.07918075148858,16.5463863326175,30.2855693968807
6.25,3.64038722445913,17.1682632760556,29.8561377847902
6.26,4.04421756881642,17.302031366511,29.5422357765137
6.27,4.09932801355614,17.0061138896872,29.370883912659
6.28,4.19532680329961,16.6308363592269,29.193735239968
6.29,4.15650840131189,16.2864099753562,29.0297979470437
6.3,4.238691812272,15.9530808474717,28.8340173789462
6.31,4.29163600544339,15.7124545688905,28.6231092040397
6.32,4.31786903771724,15.5581663451538,28.4109477058725
6.33,4.53649910681683,15.5484482122281,28.1590348503925
6.34,4.64630982480965,15.6532201157596,27.9282139965966
6.35,4.82710626333351,15.7686820230143,27.7140312825884
6.36,4.8599758747213,15.9324868408567,27.5555440291511
6.37,4.96962483269494,16.0103004584398,27.4429911507443
6.38,4.97124403416195,16.0281011792989,27.420896685352
6.39,4.83933477562812,15.9374599281896,27.5220465208762
6.4,4.69877928696122,15.6497277065121,27.7374259488582
6.41,4.34910568021043,15.3057014092978,28.0154653650778
6.42,4.06339613688041,14.9475440879503,28.1451459144196
6.43,3.95313523919665,14.5970027253114,28.2089574374241
6.44,3.94467714325512,14.2394802128859,28.2715337602112
6.45,3.87436967946784,13.9305739873796,28.356913436172
6.46,3.77735585179371,13.6810068024122,28.4551834731625
6.47,3.82170571599408,13.469744848165,28.559164209158
6.48,3.96455772483899,13.2538219650126,28.6388519157104
6.49,4.06487087656291,13.1029059834348,28.7262535881946
6.5,4.14454051074158,13.0088772571337,28.8171601748754
6.51,4.34708572660954,12.9203970325841,28.9024107095336
6.52,4.64322610792947,12.8328701469829,28.9853200244521
6.53,4.87435455258647,12.7712792608125,29.0755763535192
6.54,5.02890603766139,12.7195347971083,29.1712060579214
6.55,5.28957854132442,12.6168538833028,29.2595399111531
6.56,5.44377069019104,12.4839157692963,29.3611061150528
6.57,5.66292137429459,12.2768818825959,29.4606641739755
6.58,5.70182356880507,12.0122516666461,29.575806507793
6.59,5.71119477568012,11.6227975561575,29.7050128511161
6.6,5.68299988368787,11.1029608223358,29.8474524005979
6.61,5.46687705469392,10.4820170856336,30.0055607931802
6.62,5.29813458659366,9.72252322464159,30.1636655892022
6.63,5.04219775634759,8.80676889472462,30.3311922339083
6.64,4.73786270709558,7.67611162777574,30.5677529347196
6.65,4.34711100013094,6.40757228778993,30.8528677409931
6.66,3.9363960814627,5.10539582347234,31.1161328286594
6.67,3.53537248525512,3.81906430140722,31.3450090640853
6.68,3.16182124832016,2.59355637086094,31.5288059514601
6.69,2.83686245590837,1.48100024844704,31.6480332918162
6.7,2.57159642929135,0.512577520302338,31.7104849722881
6.71,2.33659059207333,-0.289418846011621,31.7138913367551
6.72,2.29173050265881,-0.923246692297022,31.6556132900047
6.73,2.19500542080873,-1.36488553149967,31.5509238935569
6.74,2.19780690555353,-1.6413310187851,31.4002673715302
6.75,2.24872701878021,-1.76718337244189,31.2157397885874
6.76,2.33481215202564,-1.76717422455671,31.0077276893436
6.77,2.44322412554515,-1.6671484716988,30.7831715928999
6.78,2.56167848885379,-1.49191160472305,30.544695300877
6.79,2.68049198000437,-1.26331318860939,30.2897394859266
6.8,2.77976171554608,-1.0173791083983,30.0044540694371
6.81,2.87876564609393,-0.734921066137597,29.7648088525788
6.82,2.96472440627138,-0.441755382543174,29.5417028612609
6.83,3.03830135687349,-0.14376264534302,29.3317156401097
6.84,3.10149373379102,0.156668642553136,29.1338447635519
6.85,3.15704627551862,0.458233594223365,28.9472647945531
6.86,3.20857289008977,0.761469063139678,28.7695888097198
6.87,3.2580186866787,1.0636710515117,28.5999480480655
6.88,3.30657906531936,1.36341840846602,28.4395474399428
6.89,3.35438691849703,1.65384155126905,28.2874036734473
6.9,3.40130528987877,1.92689390063998,28.1438307105806
6.91,3.44598721267564,2.17447678355626,28.0105675479606
6.92,3.47485594136793,2.39816008872616,27.8799253199231
6.93,3.53470288318961,2.5782110661227,27.7601141209493
6.94,3.46809811667142,2.71073926276466,27.6747548732505
6.95,3.50079902901432,2.77805380376376,27.6025074589432
6.96,3.47594790722077,2.77338962432736,27.588744853923
6.97,3.42472250909877,2.69839699878007,27.6113232082528
6.98,3.37065746681828,2.63310174254678,27.6078506859137
6.99,3.37294213220652,2.75366478587122,27.4910763092
7,3.42199516409133,3.06788929339269,27.2665054790281
7.01,3.49080857195851,3.51456298064361,26.9441013150434
7.02,3.57095113379464,4.01562142592732,26.6362610048568
7.03,3.63385385443751,4.4787107700034,26.3735535576764
7.04,3.66166020545808,4.85809444428272,26.167769451931
7.05,3.62236672424587,5.13284986062065,26.0434529104419
7.06,3.66567720852055,5.27130032501486,25.9882785951876
7.07,3.56370052718716,5.29813246452367,26.0371910092913
7.08,3.47535696055012,5.20642551863833,26.15723684169
7.09,3.36979195857405,5.01190251657838,26.3474472292773
7.1,3.26515611077173,4.73699432420702,26.5974290435852
7.11,3.18023091972005,4.43219700308231,26.8901726002936
7.12,3.11192737159821,4.09523611935093,27.2169343710026
7.13,3.06338612068626,3.75043928889582,27.5648461972785
7.14,3.02907896236443,3.41459447889113,27.9241069110844
7.15,3.05965636032831,3.07685226338614,28.286585149465
7.16,3.00079335378939,2.75727489564358,28.6774717517075
7.17,3.07715261135492,2.40691306478405,29.0561025435801
7.18,3.12339397204787,2.03590754444601,29.4442456499758
7.19,3.16322669724584,1.67972452957407,29.807777655104
7.2,3.22239880777239,1.40704440654461,30.1651797566897
7.21,3.24696976280677,1.05146988039416,30.4601141962193
7.22,3.26149632758485,0.6663682657536,30.7492489265427
7.23,3.25151844843809,0.253467816648424,31.0248471329854
7.24,3.21195141248322,-0.177198087298469,31.2768232232626
7.25,3.11562182458305,-0.580652752779007,31.5350679703716
7.26,3.08613197863404,-1.08474735814752,31.7467927605751
7.27,2.89627382374439,-1.56043746086727,31.9501871804641
7.28,2.7130065948513,-2.04173776746976,32.1304220745116
7.29,2.49903673465708,-2.50231894577046,32.2937642728971
7.3,2.25868823542864,-2.94838344035691,32.4467952771198
7.31,1.98670596946549,-3.33141676581289,32.5933484898699
7.32,1.6841099575062,-3.67979591046252,32.7296953640764
7.33,1.35544032916408,-3.96196967858176,32.8684012834165
7.34,1.0182777460245,-4.21813518042131,32.9899292039014
7.35,0.715997433894447,-4.47126999714366,33.0882731532547
7.36,0.289935644922121,-4.68039916033478,33.1728262346559
7.37,-0.0103695654960277,-4.92447559200044,33.2390397251551
7.38,-0.343375901896068,-5.14659282710204,33.2972688848101
7.39,-0.659182326014,-5.36116662881984,33.350388390284
7.4,-0.955797333229929,-5.55939630689378,33.3987391067822
7.41,-1.21396910618009,-5.74885035722991,33.4441323495543
7.42,-1.44687723880952,-5.91374501748208,33.4809755325356
7.43,-1.66300825024135,-6.01625744357166,33.5287078004103
7.44,-1.85427122516607,-6.08673197406235,33.5672658161568
7.45,-2.0120676514031,-6.12436271345178,33.5934664883393
7.46,-2.12592339099104,-6.13722756636881,33.606843226705
7.47,-2.19686749604184,-6.11849135453944,33.6133445767827
7.48,-2.22776208023175,-6.07144368846843,33.6042509167233
7.49,-2.21690532774211,-6.01084546329533,33.5766509657443
7.5,-2.16205684598201,-5.94696192230537,33.5282120607015
7.51,-2.05950567379674,-5.85416265860011,33.4590210200451
7.52,-1.91188763446477,-5.72225404605672,33.3649332162355
7.53,-1.72939866234777,-5.58863618137714,33.2431505653913
7.54,-1.51632919734608,-5.45426969655934,33.0980456985473
7.55,-1.27627796430368,-5.32113644962485,32.9303348362172
7.56,-1.01362504513042,-5.19041396522138,32.742320204241
7.57,-0.736913697759727,-5.06901547621101,32.5366386547762
7.58,-0.450961289631826,-4.95901788180659,32.3187482153577
7.59,-0.162040033871899,-4.85247225099285,32.0874367216408
7.6,0.125000335530034,-4.75953758482336,31.842826637725
7.61,0.404935777420236,-4.68157689717383,31.5982886673376
7.62,0.672039564594351,-4.6148297413308,31.3584497172412
7.63,0.923272713245061,-4.55795095450097,31.1290040476603
7.64,1.16023472648128,-4.50855818339411,30.9181581360001
7.65,1.38144931566321,-4.46603571412819,30.7302319976156
7.66,1.58495745932096,-4.42731066818769,30.569343930356
7.67,1.77005942554536,-4.38932762173995,30.4395968333564
7.68,1.93795712712442,-4.34318796397144,30.3389485335106
7.69,2.09033260503748,-4.28511976058424,30.2707786969081
7.7,2.22887504238051,-4.21699084632914,30.2424860727799
7.71,2.35594785385449,-4.13506074781473,30.2537217199686
7.72,2.43866572491531,-4.02624590474537,30.3028822360767
7.73,2.62526762170886,-3.93179827861911,30.3836906581786
7.74,2.68761992635812,-3.7750399565018,30.4984121840125
7.75,2.82280487147219,-3.61098610919459,30.6423735851127
7.76,2.84894047760764,-3.37268365501686,30.8134955397322
7.77,2.93682587294181,-3.10733091389016,30.9680216162397
7.78,3.0897136792251,-2.81830333182297,31.1193677259818
7.79,3.12759387202175,-2.43719675857516,31.2736678225927
7.8,3.2279262802826,-2.0897705801974,31.4360981432489
7.81,3.33382572109351,-1.77086730960829,31.6057925776396
7.82,3.433487737082,-1.41189802629204,31.7649102281356
7.83,3.62044977434671,-1.11683263278324,31.9456507154446
7.84,3.75673014334604,-0.791116835847042,32.1012809799265
7.85,3.92446359041692,-0.516294116626002,32.2498159765819
7.86,4.1124493930633,-0.261855058962436,32.3737443764583
7.87,4.31273504108887,-0.0393543569505941,32.470448252124
7.88,4.52412261248441,0.158162144814409,32.541744939263
7.89,4.72377327126092,0.303807973949927,32.6033539446985
7.9,4.86687846634942,0.339724515996293,32.6844043383169
