Time,Moment_ElbowFlexion,Moment_ElbowPronation,Moment_WristAbduction,Moment_WristFlexion,Force_ElbowHumeroUlnar_AnteroPosteriorForce,Force_ElbowHumeroUlnar_AxialMoment,Force_ElbowHumeroUlnar_LateralMoment,Force_ElbowHumeroUlnar_MedioLateralForce,Force_ElbowHumeroUlnar_ProximoDistalForce,Force_WristRadioCarpal_AxialMoment,Force_WristRadioCarpal_DorsoVolarForce,Force_WristRadioCarpal_ProximoDistalForce,Force_WristRadioCarpal_RadialForce
0.42,0.470176372233849,0.0211361562043979,-0.0122926374180976,-0.145647136411293,-1.35636098732959,-0.0488465569231194,0.136526802505576,0.197991899473037,5.70347923282735,-0.0124727563047835,-0.636035544326587,3.85912597741935,-0.287488326993198
0.43,0.468350588201213,0.020775481019518,-0.0124341767911712,-0.14551124335639,-1.34466239496164,-0.0499704678275441,0.140167792262428,0.172744987401325,5.699714675379,-0.0126148557296258,-0.630320231335674,3.85339434986819,-0.288521021349883
0.44,0.466461477940896,0.0204671444927279,-0.0125419143044905,-0.14539975780691,-1.33241342553674,-0.0510819171608469,0.14398508986896,0.146588453692902,5.69532555573055,-0.0127215290656348,-0.624534461210927,3.84772331008383,-0.289248475283989
0.45,0.464598150217222,0.020226197473834,-0.0126093578673466,-0.14531031621542,-1.32004516624235,-0.0521294572997268,0.147795153316141,0.120626471410798,5.690479507765,-0.0127856357566615,-0.618973340634736,3.84229958544889,-0.28958789601555
0.46,0.462845740646284,0.0200648664937183,-0.0126317673379048,-0.145238041088189,-1.30797926520083,-0.0530627671599493,0.151409693785445,0.0959561927635682,5.68535304157577,-0.0128019713108284,-0.613944072196732,3.83726648275522,-0.289475686057375
0.47,0.461281023575616,0.0199919381599727,-0.0126064350915477,-0.145176556252392,-1.29661482044533,-0.0538356956191525,0.154647208513898,0.0736075349144067,5.68012173163576,-0.0127674970829733,-0.609740142054033,3.83272713425352,-0.288870839349262
0.48,0.459968883988806,0.020012350404937,-0.0125328250740419,-0.145118987012118,-1.2863140487862,-0.0544091499625847,0.157344596578477,0.0544891614786305,5.67495201724286,-0.01268146055779,-0.606618163136574,3.82874883259513,-0.28775778647833
0.49,0.458960146925294,0.0201269252994891,-0.0124125773851017,-0.145058824904796,-1.27739163759689,-0.0547536974942113,0.159367688707842,0.0393394433760353,5.66999651436085,-0.0125453977106908,-0.604778113614733,3.82536807959491,-0.286146853870453
0.5,0.458290955279082,0.0203322449977487,-0.0122493876436254,-0.144990590916702,-1.2701091055613,-0.0548516708343351,0.160619768438858,0.0286864695215282,5.66539213487505,-0.0123630311190831,-0.604348562812783,3.82259554721183,-0.284072273772485
0.51,0.457983827265959,0.0206206682944836,-0.0120487806272711,-0.144910271666348,-1.26467540536777,-0.0546985522536598,0.16104709918218,0.0228219532069587,5.66125895825953,-0.0121400867786183,-0.605378086617303,3.82042037776952,-0.28158786110078
0.52,0.458050127473391,0.0209804897292147,-0.011817809671913,-0.14481550432971,-1.26125324886881,-0.0543034775852848,0.160640858797066,0.0217921437851808,5.65769914282589,-0.0118840550785026,-0.607833616098788,3.81881336217705,-0.278761025168923
0.53,0.458493218214589,0.0213962741390136,-0.0115647038173558,-0.144705529511974,-1.25996837499227,-0.0536888313808642,0.159435680285528,0.0254052058433576,5.65479673987095,-0.0116038992507366,-0.611605400453346,3.81772919697342,-0.275666150181412
0.54,0.45931151148361,0.0218494120904833,-0.0112984749593527,-0.144580966608823,-1.2609182814103,-0.0528889550233623,0.157505279829991,0.0332533616579102,5.65261939961338,-0.0113097029773996,-0.616517765067546,3.81710851844568,-0.272378315349546
0.55,0.46050065923167,0.0223189255133897,-0.0110285004655725,-0.144443479708681,-1.26417661147161,-0.0519480123013281,0.15495571534324,0.0447477149044265,5.65122157284845,-0.0110122550305597,-0.622344435212724,3.81688030243811,-0.268968237798687
0.56,0.464086604642455,0.0227473024855511,-0.0107302516468372,-0.144195475320834,-1.27831994113165,-0.0507566127707345,0.150527244570879,0.0659704704026867,5.65357015802317,-0.0107201791585433,-0.631838028138839,3.81697986739532,-0.263599122070327
0.57,0.462144708048734,0.0232566474963945,-0.0105382249252526,-0.144231285444151,-1.27009011038251,-0.0500046784835704,0.149837570319893,0.069263895313368,5.64825603619571,-0.0104465476609965,-0.632934427666234,3.81726541476876,-0.263642170994656
0.58,0.466249753874214,0.0236054961969852,-0.0102845790281799,-0.143977749935396,-1.288194162266,-0.0488052903399353,0.144950002402599,0.0935007068834464,5.65213702193139,-0.0102068354965716,-0.642714528568595,3.81774115940544,-0.258541242164337
0.59,0.468807082269315,0.0239254480489316,-0.0100852276402245,-0.143816956992871,-1.3006486956061,-0.0478311682046993,0.141342754468707,0.111629203840896,5.6541379467588,-0.00999981214523213,-0.649521414962058,3.81827855631495,-0.255184772439973
0.6,0.471637276811937,0.0241654167035081,-0.00991898026907051,-0.143659562992161,-1.31504378493269,-0.0469737705870116,0.137844163407669,0.129312389453774,5.65694551131736,-0.00983484161183658,-0.655933016478316,3.81882925793062,-0.251935719174921
0.61,0.47467574018253,0.0243176236950771,-0.00978850262252818,-0.143510739391061,-1.33098714484822,-0.0462701724504168,0.134594704795631,0.145765224813049,5.66045764811845,-0.00971520235665491,-0.661728015342029,3.81935051755303,-0.248828305797576
0.62,0.477839744076364,0.0243802476439687,-0.00969438372030795,-0.14337628196,-1.34796258694561,-0.0457470004699754,0.131719498273443,0.160294387834032,5.66453057388774,-0.00964140303701218,-0.666720070322289,3.81982158568495,-0.245896000556667
0.63,0.481025995143673,0.02435755976128,-0.00963520063092465,-0.143262703507083,-1.36532396383316,-0.0454201887698462,0.129328821693835,0.172299768461724,5.66897732012113,-0.00961115118575525,-0.670754269703987,3.82024469312049,-0.243175280951825
0.64,0.484114780759523,0.0242593790736421,-0.00960773774230968,-0.143176941205948,-1.38232234028372,-0.0452951612174455,0.127515886907162,0.18128627742667,5.6735772444841,-0.00961962860703122,-0.673709457195867,3.82064324344345,-0.240705546553528
0.65,0.486977096167259,0.0240999891833156,-0.00960736835106659,-0.143125883711893,-1.39815026815772,-0.0453676461436995,0.126354267205668,0.186874962742145,5.67809068861012,-0.00966002389008578,-0.675501194280374,3.82105756888552,-0.238527872833305
0.66,0.489483792588373,0.0238966501436239,-0.00962855848701477,-0.143115780300963,-1.4119980467443,-0.0456249856120949,0.125895158696316,0.188813284346348,5.68227666280986,-0.00972425835217129,-0.676084741279666,3.821538674561,-0.236682939467744
0.67,0.491515237997281,0.0236678939962226,-0.00966543828025886,-0.143151618003808,-1.42311346340413,-0.0460478021476601,0.12616503465917,0.18698254734043,5.68591075942582,-0.00980381383018668,-0.675456913611967,3.82214058701146,-0.235208739042976
